Id,Nodes,Label
14701,Comparing analytical methods to detect SARS-CoV-2 in wastewater,Comparing analytical methods to detect SARS-CoV-2 in wastewater
14702,Integrating Multi-Source Data for Rice Yield Prediction across China using Machine Learning and Deep Learning Approaches,Integrating Multi-Source Data for Rice Yield Prediction across China using Machine Learning and Deep Learning Approaches
14703,Deep learning for monocular depth estimation: A review,Deep learning for monocular depth estimation: A review
14704,A Survey of Traffic Prediction: from Spatio-Temporal Data to Intelligent Transportation,A Survey of Traffic Prediction: from Spatio-Temporal Data to Intelligent Transportation
14705,Data-driven shear strength prediction of steel fiber reinforced concrete beams using machine learning approach,Data-driven shear strength prediction of steel fiber reinforced concrete beams using machine learning approach
14706,Can deep learning beat numerical weather prediction?,Can deep learning beat numerical weather prediction?
14707,Real-Time Hand Gesture Recognition Based on Deep Learning YOLOv3 Model,Real-Time Hand Gesture Recognition Based on Deep Learning YOLOv3 Model
14708,A survey on missing data in machine learning,A survey on missing data in machine learning
14709,Sustainable industrial and operation engineering trends and challenges Toward Industry 4.0: a data driven analysis,Sustainable industrial and operation engineering trends and challenges Toward Industry 4.0: a data driven analysis
14710,Data and its (dis)contents: A survey of dataset development and use in machine learning research,Data and its (dis)contents: A survey of dataset development and use in machine learning research
14711,MapReduce-based big data classification model using feature subset selection and hyperparameter tuned deep belief network,MapReduce-based big data classification model using feature subset selection and hyperparameter tuned deep belief network
14712,Optimization of metabolomic data processing using NOREVA,Optimization of metabolomic data processing using NOREVA
14713,"Which night lights data should we use in economics, and where?","Which night lights data should we use in economics, and where?"
14714,Automated Assessment of COVID-19 Reporting and Data System and Chest CT Severity Scores in Patients Suspected of Having COVID-19 Using Artificial Intelligence,Automated Assessment of COVID-19 Reporting and Data System and Chest CT Severity Scores in Patients Suspected of Having COVID-19 Using Artificial Intelligence
14715,History and Profile of Diagnosis Procedure Combination (DPC): Development of a Real Data Collection System for Acute Inpatient Care in Japan,History and Profile of Diagnosis Procedure Combination (DPC): Development of a Real Data Collection System for Acute Inpatient Care in Japan
14716,Data-Driven Trajectory Quality Improvement for Promoting Intelligent Vessel Traffic Services in 6G-Enabled Maritime IoT Systems,Data-Driven Trajectory Quality Improvement for Promoting Intelligent Vessel Traffic Services in 6G-Enabled Maritime IoT Systems
14717,"Blockchain for healthcare data management: opportunities, challenges, and future recommendations","Blockchain for healthcare data management: opportunities, challenges, and future recommendations"
14718,Deep Learning for Network Traffic Monitoring and Analysis (NTMA): A Survey,Deep Learning for Network Traffic Monitoring and Analysis (NTMA): A Survey
14719,Patient factors and temporal trends associated with COVID-19 in-hospital mortality in England: an observational study using administrative data,Patient factors and temporal trends associated with COVID-19 in-hospital mortality in England: an observational study using administrative data
14720,Intelligent Resource Slicing for eMBB and URLLC Coexistence in 5G and Beyond: A Deep Reinforcement Learning Based Approach,Intelligent Resource Slicing for eMBB and URLLC Coexistence in 5G and Beyond: A Deep Reinforcement Learning Based Approach
14721,Big Data Analysis and Perturbation using Data Mining Algorithm,Big Data Analysis and Perturbation using Data Mining Algorithm
14722,Intelligent fault diagnosis of machinery using digital twin-assisted deep transfer learning,Intelligent fault diagnosis of machinery using digital twin-assisted deep transfer learning
14723,On the Generalized Poisson Regression Model with an Application to Accident Data,On the Generalized Poisson Regression Model with an Application to Accident Data
14724,Adversarial Examples—Security Threats to COVID-19 Deep Learning Systems in Medical IoT Devices,Adversarial Examples—Security Threats to COVID-19 Deep Learning Systems in Medical IoT Devices
14725,The impact of the Covid-19 lockdown on the experiences and feeding practices of new mothers in the UK: Preliminary data from the COVID-19 New Mum Study,The impact of the Covid-19 lockdown on the experiences and feeding practices of new mothers in the UK: Preliminary data from the COVID-19 New Mum Study
14726,DeepCOVID-XR: An Artificial Intelligence Algorithm to Detect COVID-19 on Chest Radiographs Trained and Tested on a Large U.S. Clinical Data Set,DeepCOVID-XR: An Artificial Intelligence Algorithm to Detect COVID-19 on Chest Radiographs Trained and Tested on a Large U.S. Clinical Data Set
14727,Explainability in deep reinforcement learning,Explainability in deep reinforcement learning
14728,Assessment of hepatic steatosis by controlled attenuation parameter using the M and XL probes: an individual patient data meta-analysis,Assessment of hepatic steatosis by controlled attenuation parameter using the M and XL probes: an individual patient data meta-analysis
14729,Policy Learning With Observational Data,Policy Learning With Observational Data
14730,Real-time volumetric reconstruction of biological dynamics with light-field microscopy and deep learning,Real-time volumetric reconstruction of biological dynamics with light-field microscopy and deep learning
14731,COVID-19 and food security: Panel data evidence from Nigeria,COVID-19 and food security: Panel data evidence from Nigeria
14732,Skin Cancer Detection: A Review Using Deep Learning Techniques,Skin Cancer Detection: A Review Using Deep Learning Techniques
14733,Data-driven femtosecond optical soliton excitations and parameters discovery of the high-order NLSE using the PINN,Data-driven femtosecond optical soliton excitations and parameters discovery of the high-order NLSE using the PINN
14734,Integration of spatial and single-cell transcriptomic data elucidates mouse organogenesis,Integration of spatial and single-cell transcriptomic data elucidates mouse organogenesis
14735,SLEAP: A deep learning system for multi-animal pose tracking,SLEAP: A deep learning system for multi-animal pose tracking
14736,Cost-Effective App Data Distribution in Edge Computing,Cost-Effective App Data Distribution in Edge Computing
14737,Deep Learning for ECG Analysis: Benchmarks and Insights from PTB-XL,Deep Learning for ECG Analysis: Benchmarks and Insights from PTB-XL
14738,A big-data driven approach to analyzing and modeling human mobility trend under non-pharmaceutical interventions during COVID-19 pandemic,A big-data driven approach to analyzing and modeling human mobility trend under non-pharmaceutical interventions during COVID-19 pandemic
14739,Forecasting of COVID-19 cases using deep learning models: Is it reliable and practically significant?,Forecasting of COVID-19 cases using deep learning models: Is it reliable and practically significant?
